cd_cliente,cd_municipio,ds_endereco,nr_endereco,bairro
17329,2110278,CHÁCARA GONÇALVES,3595,COLÉGIO BATISTA
17330,2110302,SÍTIO DA LUZ,3925,SANTA MARGARIDA
17331,2110401,PÁTIO GUSTAVO HENRIQUE COSTELA,2896,ESTRELA
17332,2110500,ÁREA SALES,3272,MINAS CAIXA
17333,2110609,LADEIRA DE CASTRO,3079,VILA SANTO ANTÔNIO BARROQUINHA
17334,2110658,VALE CUNHA,744,CÔNEGO PINHEIRO 1ª SEÇÃO
17335,2110708,ALAMEDA DE FREITAS,3982,BONSUCESSO
17336,2110807,NÚCLEO LUIZ OTÁVIO JESUS,4372,SÃO DAMIÃO
17337,2110856,FAZENDA SILVEIRA,2934,JOÃO ALFREDO
17338,2110906,COLÔNIA DE CORREIA,499,GRANJA DE FREITAS
17339,2111003,LADEIRA ALMEIDA,4840,VILA DE SÁ
17340,2111029,CONJUNTO RIBEIRO,2604,VILA DOS ANJOS
17341,2111052,VILA PINTO,824,ALTO VERA CRUZ
17342,2111078,RESIDENCIAL DE DA MOTA,3434,GROTA
17343,2111102,RODOVIA DA MOTA,1933,APARECIDA 7ª SEÇÃO
17344,2111201,SETOR LÍVIA LOPES,4806,VILA SANTO ANTÔNIO
17345,2111250,VIELA DE MOREIRA,1757,VIRGÍNIA
17346,2111300,AVENIDA DE DA MOTA,568,AEROPORTO
17347,2111409,FAVELA DAVI LUCAS SALES,1885,RIO BRANCO
17348,2111508,LARGO COSTA,725,SANTA TEREZINHA
17349,2111532,VIA SOPHIE RODRIGUES,2657,SANTA INÊS
17350,2111573,CONDOMÍNIO LEVI MOREIRA,3624,VILA MADRE GERTRUDES 1ª SEÇÃO
17351,2111607,VALE DE PINTO,1569,PADRE EUSTÁQUIO
17352,2111631,CAMPO ARAGÃO,2481,APARECIDA 7ª SEÇÃO
17353,2111672,ÁREA DE GONÇALVES,495,PILAR
17354,2111706,VIELA MELO,4292,CAIÇARA - ADELAIDE
17355,2111722,AVENIDA LUIGI DA CONCEIÇÃO,89,CONJUNTO SERRA VERDE
17356,2111748,CAMPO DE AZEVEDO,3241,VILA CALIFÓRNIA
17357,2111763,SÍTIO DE JESUS,4580,VILA ANTENA
17358,2111789,TRECHO DE FARIAS,4126,MANACAS
17359,2111805,ESTAÇÃO DE SALES,3632,NAZARE
17360,2111904,AEROPORTO OTÁVIO DA MATA,3659,LAGOINHA LEBLON
17361,2111953,AEROPORTO IGOR GOMES,1236,TIRADENTES
17362,2112001,LADEIRA YURI VIEIRA,1097,MONSENHOR MESSIAS
17363,2112100,VIELA DA PAZ,3611,NOVA ESPERANÇA
17364,2112209,LADEIRA ALEXANDRE REZENDE,780,BANDEIRANTES
17365,2112233,QUADRA DE DA PAZ,282,ITAIPU
17366,2112274,VEREDA MILENA OLIVEIRA,1713,DONA CLARA
17367,2112308,LARGO LOPES,2051,VILA MADRE GERTRUDES 3ª SEÇÃO
17368,2112407,ESTAÇÃO DIAS,4053,BELMONTE
17369,2112456,FAZENDA EMANUEL ALMEIDA,3703,VILA SÃO PAULO
17370,2112506,ESTRADA PIRES,2166,TIROL
17371,2112605,DISTRITO CASTRO,1328,CÔNEGO PINHEIRO 2ª SEÇÃO
17372,2112704,RESIDENCIAL SOPHIA CASTRO,711,UNIVERSO
17373,2112803,FAZENDA RYAN DA PAZ,4847,BOA UNIÃO 1ª SEÇÃO
17374,2112852,PRAIA MARIA CECÍLIA GONÇALVES,1113,PILAR
17375,2112902,SÍTIO DE CORREIA,3333,CONCÓRDIA
17376,2113009,RUA DE VIEIRA,3589,VILA VISTA ALEGRE
17377,2114007,AEROPORTO DAVI LUCCA RODRIGUES,3505,URCA
17378,2200053,ESTRADA DE JESUS,4341,VILA PARAÍSO
17379,2200103,JARDIM ALÍCIA RAMOS,4100,TIROL
17380,2200202,VEREDA NOAH VIEIRA,4240,CONJUNTO SANTA MARIA
17381,2200251,CAMPO NOGUEIRA,218,VILA BOA VISTA
17382,2200277,CHÁCARA MONTEIRO,3649,VILA INDEPENDENCIA 3ª SEÇÃO
17383,2200301,COLÔNIA MORAES,2007,PARQUE SÃO PEDRO
17384,2200400,QUADRA ISAAC ROCHA,4625,VILA AEROPORTO JARAGUÁ
17385,2200459,NÚCLEO DIAS,1154,PENHA
17386,2200509,DISTRITO ENRICO SOUZA,4828,FREI LEOPOLDO
17387,2200608,AEROPORTO CARVALHO,3968,NOSSA SENHORA DE FÁTIMA
17388,2200707,ÁREA ALMEIDA,2300,VILA OLHOS D'ÁGUA
17389,2200806,QUADRA DE VIEIRA,1782,NOVO SANTA CECILIA
17390,2200905,CHÁCARA DE CARDOSO,3493,JARDIM DOS COMERCIARIOS
17391,2200954,QUADRA DE CASTRO,3582,VILA ANTENA
17392,2201002,AVENIDA DE SILVEIRA,1616,SERRA DO CURRAL
17393,2201051,PARQUE DE BARROS,3606,UNIVERSITÁRIO
17394,2201101,TRAVESSA DE DA COSTA,1588,MINAS BRASIL
17395,2201150,FAZENDA GOMES,1130,VILA INESTAN
17396,2201176,CAMPO GABRIEL OLIVEIRA,1549,LETICIA
17397,2201200,LOTEAMENTO MOURA,3612,CÉU AZUL
17398,2201309,LAGOA DE JESUS,2180,GOIANIA
17399,2201408,SETOR DE LIMA,3675,CUSTODINHA
17400,2201507,VIELA LUCCA MENDES,2896,TEIXEIRA DIAS
17401,2201556,VIADUTO DE MORAES,844,VILA NOVO SÃO LUCAS
17402,2201572,TRECHO DE CASTRO,4639,MADRI
17403,2201606,PARQUE GUSTAVO PEIXOTO,2090,VILA PARIS
17404,2201705,LAGOA DE FOGAÇA,3313,VILA FUMEC
17405,2201739,LAGOA NOGUEIRA,4233,VILA SÃO DIMAS
17406,2201770,PRAÇA DE COSTELA,3762,DAS INDUSTRIAS I
17407,2201804,TRECHO DE DA MATA,3487,JULIANA
17408,2201903,ESTAÇÃO DE MARTINS,669,SANTA AMELIA
17409,2201919,PASSARELA DA LUZ,4100,GROTA
17410,2201929,RUA DE ALMEIDA,1776,PRIMEIRO DE MAIO
17411,2201945,PRAÇA DE RODRIGUES,4298,CORAÇÃO DE JESUS
17412,2201960,VILA LIMA,1076,GAMELEIRA
17413,2201988,CONDOMÍNIO EVELYN MARTINS,66,SERRA DO CURRAL
17414,2202000,FAZENDA VIEIRA,2311,VILA DO POMBAL
17415,2202026,TRECHO DE MONTEIRO,4007,ALTO CAIÇARAS
17416,2202059,RESIDENCIAL DE JESUS,623,SANTA CECILIA
17417,2202075,ÁREA DE MORAES,2815,APARECIDA 7ª SEÇÃO
17418,2202083,VIELA DE MELO,3301,APOLONIA
17419,2202091,CONJUNTO SAMUEL ROCHA,527,NOVO SÃO LUCAS
17420,2202109,JARDIM DE TEIXEIRA,422,VILA TIROL
17421,2202117,PASSARELA VIEIRA,2219,BELMONTE
17422,2202133,AVENIDA DE LIMA,188,SAUDADE
17423,2202174,TREVO DE FERNANDES,4143,FLAVIO MARQUES LISBOA
17424,2202208,PASSARELA MARIA FERNANDA LOPES,3183,VILA OLHOS D'ÁGUA
17425,2202251,ALAMEDA FOGAÇA,922,BARROCA
17426,2202307,ESTAÇÃO FERREIRA,3549,CONFISCO
17427,2202406,LAGOA EMANUEL RODRIGUES,3271,PILAR
17428,2202455,LAGO FARIAS,2676,VILA MALOCA
17429,2202505,LOTEAMENTO FARIAS,2472,PAULO VI
17430,2202539,DISTRITO ISABELLA FOGAÇA,1456,SANTA INÊS
17431,2202554,CHÁCARA DE ALVES,4645,VALE DO JATOBA
17432,2202604,VALE DE VIANA,33,VILA MADRE GERTRUDES 2ª SEÇÃO
17433,2202653,QUADRA DE DA MOTA,411,BARÃO HOMEM DE MELO 2ª SEÇÃO
17434,2202703,RUA LUCAS CARDOSO,2855,VILA SÃO GABRIEL JACUI
17435,2202711,FAZENDA DE FARIAS,3648,VILA JARDIM ALVORADA
17436,2202729,ESTRADA DE DA LUZ,4455,NOVO AARÃO REIS
17437,2202737,TRAVESSA GABRIELLY VIANA,818,MARAJÓ
17438,2202752,QUADRA KAMILLY SANTOS,1592,BONFIM
17439,2202778,FEIRA LEANDRO SILVEIRA,3596,ACABA MUNDO
17440,2202802,PARQUE HELOÍSA CARVALHO,2978,CÉU AZUL
17441,2202851,ÁREA DE FREITAS,2955,MARIQUINHAS
17442,2202901,VIA DE ARAGÃO,1369,VILA SESC
17443,2203008,FAZENDA DE ARAGÃO,902,VILA SANTA ROSA
17444,2203107,PARQUE DE MONTEIRO,1943,DISTRITO INDUSTRIAL DO JATOBA
17445,2203206,QUADRA FERNANDA FERREIRA,852,POMPÉIA
17446,2203230,TRAVESSA LETÍCIA CUNHA,445,CIDADE JARDIM TAQUARIL
17447,2203255,VEREDA DE PINTO,4438,SION
17448,2203271,TREVO DA LUZ,4911,SANTA TEREZINHA
17449,2203305,CONJUNTO DE MORAES,1681,LEONINA
17450,2203354,ÁREA DE DA COSTA,4322,SÃO LUCAS
17451,2203404,VIADUTO PEREIRA,2746,DAS INDUSTRIAS I
17452,2203420,TRECHO BRENO JESUS,2848,GOIANIA
17453,2203453,PASSARELA CARVALHO,391,PANTANAL
17454,2203503,AVENIDA LUCAS FARIAS,2229,VERA CRUZ
17455,2203602,ESPLANADA MOREIRA,3115,VILA CANTO DO SABIÁ
17456,2203701,CHÁCARA MOREIRA,4325,MARIETA 3ª SEÇÃO
17457,2203750,RUA DE CARDOSO,4696,MARÇOLA
17458,2203800,PASSARELA CASTRO,3660,CRUZEIRO
17459,2203859,PÁTIO MARIA ALICE NOVAES,4846,LINDÉIA
17460,2203909,VILA PORTO,3524,LIBERDADE
17461,2204006,PARQUE DE DA CONCEIÇÃO,3343,SANTO ANTÔNIO
17462,2204105,TRAVESSA DE RAMOS,2159,ITATIAIA
17463,2204154,CHÁCARA GONÇALVES,3519,COQUEIROS
17464,2204204,VIELA LEANDRO FERREIRA,1564,RIO BRANCO
17465,2204303,LADEIRA FERNANDES,1346,SANTA BRANCA
17466,2204352,LAGO DE NOGUEIRA,3734,MARAVILHA
17467,2204402,VILA LAURA COSTELA,794,JARDIM LEBLON
17468,2204501,RECANTO DE DA PAZ,1624,MARIETA 3ª SEÇÃO
17469,2204550,ESPLANADA DE NUNES,3717,MALA E CUIA
17470,2204600,PRAIA DE CARDOSO,298,XODO-MARIZE
17471,2204659,ESTRADA DA CRUZ,1978,VALE DO JATOBA
17472,2204709,PRAÇA DE COSTELA,2621,SÃO JOSÉ
17473,2204808,FAVELA BRENO MORAES,2180,GOIANIA
17474,2204907,PRAÇA MURILO DA CRUZ,3043,BRASIL INDUSTRIAL
17475,2205003,LADEIRA YASMIN JESUS,295,NOVO OURO PRETO
17476,2205102,FAVELA DE DAS NEVES,4102,SANTA TEREZA
17477,2205151,RECANTO DE DA ROCHA,2694,VILA DOS ANJOS
17478,2205201,PRAÇA LEONARDO COSTELA,147,UNIVERSO
17479,2205250,LAGO MOREIRA,609,GRANJA DE FREITAS
17480,2205276,TRECHO DE MOREIRA,2748,BARÃO HOMEM DE MELO 3ª SEÇÃO
17481,2205300,TRECHO DE MOURA,2477,VILA BETÂNIA
17482,2205359,TRAVESSA AUGUSTO CARVALHO,1504,VILA SANTA ROSA
17483,2205409,ÁREA DE MOREIRA,2493,CIDADE JARDIM TAQUARIL
17484,2205458,CONJUNTO DE PINTO,301,CONFISCO
17485,2205508,VEREDA NINA PEIXOTO,4909,JARDIM SÃO JOSÉ
17486,2205516,ESTRADA CECÍLIA GONÇALVES,295,SANTA BRANCA
17487,2205524,LADEIRA DE TEIXEIRA,546,VILA MADRE GERTRUDES 2ª SEÇÃO
17488,2205532,LADEIRA FOGAÇA,2692,VILA SESC
17489,2205540,ESPLANADA PINTO,1301,PARQUE SÃO PEDRO
17490,2205557,JARDIM DA CUNHA,1919,JARDIM VITORIA
17491,2205565,JARDIM SAMUEL DA CRUZ,1780,ALTO DAS ANTENAS
17492,2205573,ÁREA DA MATA,52,SÃO FRANCISCO
17493,2205581,VIELA FERNANDES,2196,DIAMANTE
17494,2205599,LOTEAMENTO ARAGÃO,3479,VERA CRUZ
17495,2205607,AVENIDA EMILLY MOREIRA,1908,MONTE AZUL
17496,2205706,LAGOA DA PAZ,513,SANTO ANDRÉ
17497,2205805,LADEIRA DAS NEVES,1678,VILA JARDIM MONTANHES
17498,2205854,ESTRADA MARIA ALICE JESUS,3254,VILA SÃO DIMAS
17499,2205904,VEREDA DIAS,4557,INDEPENDÊNCIA
17500,2205953,CAMPO DA CRUZ,4336,VILA CANTO DO SABIÁ
17501,2206001,RUA DUARTE,3996,VILA HAVAÍ
17502,2206050,CHÁCARA JOÃO LUCAS MARTINS,517,VILA MADRE GERTRUDES 1ª SEÇÃO
17503,2206100,CONJUNTO ALEXANDRE TEIXEIRA,3968,RENASCENÇA
17504,2206209,VIELA DE CAVALCANTI,4834,FUNCIONÁRIOS
17505,2206308,TRAVESSA PORTO,1881,MIRANTE
17506,2206357,ESPLANADA MARIA FERNANDA CALDEIRA,3751,BONSUCESSO
17507,2206407,AEROPORTO VITOR TEIXEIRA,2120,BACURAU
17508,2206506,DISTRITO MAITÊ RAMOS,2958,VERA CRUZ
17509,2206605,VIELA DE ROCHA,3792,SANTA LÚCIA
17510,2206654,VALE IGOR PEIXOTO,2129,CIDADE NOVA
17511,2206670,ESTRADA LARISSA DA ROSA,4924,VILA TIROL
17512,2206696,PRAIA DE MELO,1835,MONTE AZUL
17513,2206704,PÁTIO DUARTE,2757,LIBERDADE
17514,2206720,PARQUE DA ROSA,171,ESPERANÇA
17515,2206753,CONDOMÍNIO DE SALES,1104,PETROPOLIS
17516,2206803,CHÁCARA DANIELA FARIAS,3849,VILA DE SÁ
17517,2206902,JARDIM FERNANDES,510,VILA PINHO
17518,2206951,MORRO DE SANTOS,1448,MARÇOLA
17519,2207009,SETOR DA PAZ,2357,BELMONTE
17520,2207108,RODOVIA DE SILVEIRA,3124,VILA PAQUETÁ
17521,2207207,FAZENDA CLARICE SILVA,1746,BAIRRO DAS INDÚSTRIAS II
17522,2207306,FAZENDA DE MOREIRA,183,CIDADE JARDIM
17523,2207355,VILA BÁRBARA FOGAÇA,1945,CONJUNTO CELSO MACHADO
17524,2207405,ESTAÇÃO TEIXEIRA,3268,MONSENHOR MESSIAS
17525,2207504,ALAMEDA FERNANDO MOREIRA,3763,SÃO JORGE 3ª SEÇÃO
17526,2207553,VEREDA LAVÍNIA SILVA,3769,ALTA TENSÃO 2ª SEÇÃO
17527,2207603,FEIRA LIMA,2424,VILA INDEPENDENCIA 2ª SEÇÃO
17528,2207702,FAVELA LEVI CARDOSO,3139,VILA OLHOS D'ÁGUA
17529,2207751,PÁTIO BARROS,3556,NOVO OURO PRETO
17530,2207777,VEREDA FOGAÇA,2650,GROTA
17531,2207793,VIADUTO CARDOSO,503,FAZENDINHA
17532,2207801,VALE DE DA ROCHA,1178,JARDIM MONTANHÊS
17533,2207850,ÁREA DE REZENDE,634,VILA SANTO ANTÔNIO
17534,2207900,CHÁCARA BENJAMIN TEIXEIRA,306,DAS INDUSTRIAS I
17535,2207934,QUADRA DE SILVEIRA,3174,NOSSA SENHORA DA CONCEIÇÃO
17536,2207959,ESPLANADA DE DA LUZ,4848,SÃO BENEDITO
17537,2208007,FEIRA NOVAES,3376,NOVO DAS INDUSTRIAS
17538,2208106,LOTEAMENTO ARTHUR SANTOS,2380,VILA BETÂNIA
17539,2208205,FAZENDA DE CAMPOS,1399,VARZEA DA PALMA
17540,2208304,ESTAÇÃO DE COSTELA,2546,SÃO MARCOS
17541,2208403,VALE DE ARAGÃO,2143,ERNESTO NASCIMENTO
17542,2208502,QUADRA DA LUZ,4172,CONJUNTO JATOBA
17543,2208551,RECANTO PEDRO MIGUEL CAVALCANTI,2300,MARÇOLA
17544,2208601,RUA DE NOGUEIRA,3985,FREI LEOPOLDO
17545,2208650,PRAIA VITOR HUGO TEIXEIRA,2227,CINQUENTENÁRIO
17546,2208700,PÁTIO ELOAH VIEIRA,3289,UNIDAS
17547,2208809,LARGO DE MORAES,2297,SÃO LUCAS
17548,2208858,LAGO NOVAES,1111,MANTIQUEIRA
17549,2208874,ALAMEDA DA PAZ,2942,VILA NOVA PARAÍSO
17550,2208908,FAZENDA LUANA NUNES,38,EUROPA
17551,2209005,DISTRITO DE PEREIRA,4661,CONJUNTO PROVIDENCIA
17552,2209104,VEREDA HEITOR GONÇALVES,867,LETICIA
17553,2209153,ESTAÇÃO OLIVIA PINTO,2211,SANTO ANDRÉ
17554,2209203,VALE MENDES,924,BRAÚNAS
17555,2209302,RECANTO DE FARIAS,2558,MANGUEIRAS
17556,2209351,VIADUTO MURILO GOMES,4144,DAS INDUSTRIAS I
17557,2209377,DISTRITO CASTRO,4606,SANTA MONICA
17558,2209401,TRAVESSA CLARICE CASTRO,2495,MANGABEIRAS
17559,2209450,RUA MANUELA DA MATA,3158,CONJUNTO JATOBA
17560,2209500,VILA ALMEIDA,391,DOM BOSCO
17561,2209559,CAMPO VIANA,348,MINASLANDIA
17562,2209609,TREVO DE GOMES,1910,VILA DA AMIZADE
17563,2209658,PÁTIO OLIVIA ALMEIDA,143,VILA ATILA DE PAIVA
17564,2209708,LAGOA DE DA COSTA,1938,CONJUNTO CELSO MACHADO
17565,2209757,ALAMEDA DE DAS NEVES,2611,CINQUENTENÁRIO
17566,2209807,MORRO DE VIANA,2450,VILA MANGUEIRAS
17567,2209856,MORRO DE FERNANDES,2003,SÃO FRANCISCO DAS CHAGAS
17568,2209872,RODOVIA DA PAZ,1177,NOSSA SENHORA DE FÁTIMA
17569,2209906,JARDIM CAMILA RIBEIRO,746,MARIETA 1ª SEÇÃO
17570,2209955,PARQUE DE CORREIA,3524,UNIVERSO
17571,2209971,JARDIM ISAAC DA ROCHA,1343,APARECIDA
17572,2210003,SÍTIO DANIEL PINTO,4960,VILA SÃO GABRIEL JACUI
17573,2210052,VEREDA MURILO DA MOTA,272,ACABA MUNDO
17574,2210102,CONDOMÍNIO DE MELO,3227,VILA PILAR
17575,2210201,FEIRA GONÇALVES,1997,SÃO MARCOS
17576,2210300,FEIRA DE PORTO,2318,MINAS CAIXA
17577,2210359,VEREDA CAUÊ DUARTE,2307,COMITECO
17578,2210375,VILA DE CAMPOS,3287,CONJUNTO PAULO VI
17579,2210383,VIADUTO REZENDE,1958,PIRATININGA
17580,2210391,VIELA ISABELLA MARTINS,234,CONJUNTO MINAS CAIXA
17581,2210409,CHÁCARA ISABEL BARROS,3113,VILA JARDIM LEBLON
17582,2210508,AEROPORTO DE MENDES,3523,CACHOEIRINHA
17583,2210607,CONJUNTO CARVALHO,3408,SÃO PAULO
17584,2210623,ALAMEDA DE NASCIMENTO,3145,VILA DOS ANJOS
17585,2210631,CONDOMÍNIO JOANA MORAES,3022,MANGUEIRAS
17586,2210656,NÚCLEO KEVIN ROCHA,2332,VILA DA PAZ
17587,2210706,PASSARELA DE FERNANDES,2377,ALTO BARROCA
17588,2210805,CHÁCARA DE PEREIRA,2611,JARDIM GUANABARA
17589,2210904,ESTAÇÃO DE ALMEIDA,1179,BOA UNIÃO 1ª SEÇÃO
17590,2210938,VILA FREITAS,361,VILA SANTO ANTÔNIO BARROQUINHA
17591,2210953,FAZENDA ESTHER AZEVEDO,4867,VILA NOVA CACHOEIRINHA 3ª SEÇÃO
17592,2210979,RESIDENCIAL CECÍLIA COSTELA,1797,VILA NOVA GAMELEIRA 3ª SEÇÃO
17593,2211001,NÚCLEO DIAS,856,CENACULO
17594,2211100,SETOR DE ARAÚJO,1871,PILAR
17595,2211209,ESTAÇÃO CASTRO,1441,ETELVINA CARNEIRO
17596,2211308,NÚCLEO DE DA ROCHA,2190,SÃO SALVADOR
17597,2211357,RUA CORREIA,3698,CONJUNTO JARDIM FILADÉLFIA
17598,2211407,SETOR DE LIMA,1131,UNIÃO
17599,2211506,ESPLANADA AZEVEDO,1160,JARDIM GUANABARA
17600,2211605,AVENIDA DE VIANA,4751,SÃO JORGE 2ª SEÇÃO
17601,2211704,CHÁCARA SANTOS,4861,BAIRRO DAS INDÚSTRIAS II
17602,2300101,PRAÇA PEIXOTO,4815,VILA INDEPENDENCIA 2ª SEÇÃO
17603,2300150,NÚCLEO DE TEIXEIRA,556,UNIDAS
17604,2300200,FAZENDA TEIXEIRA,173,COMITECO
17605,2300309,LOTEAMENTO VIANA,4658,CONJUNTO PAULO VI
17606,2300408,LADEIRA NICOLE FARIAS,4005,CAMPONESA 1ª SEÇÃO
17607,2300507,DISTRITO DE SANTOS,2163,GROTA
17608,2300606,NÚCLEO DE PEIXOTO,1676,PARQUE SÃO JOSÉ
17609,2300705,PRAÇA DE COSTA,57,CONJUNTO JARDIM FILADÉLFIA
17610,2300754,VIA CAVALCANTI,4135,VILA SUZANA SEGUNDA SEÇÃO
17611,2300804,TRAVESSA CALDEIRA,885,VILA COQUEIRAL
17612,2300903,VALE ALEXANDRE GONÇALVES,1645,LEONINA
17613,2301000,DISTRITO DE DA ROCHA,1164,VILA SÃO GABRIEL JACUI
17614,2301109,PÁTIO MARIA CECÍLIA RODRIGUES,4949,PLANALTO
17615,2301208,COLÔNIA ANTHONY REZENDE,2977,SÃO MARCOS
17616,2301257,PRAÇA MOURA,3270,VILA SÃO RAFAEL
17617,2301307,AEROPORTO KEVIN NASCIMENTO,2370,VILA NOVA CACHOEIRINHA 1ª SEÇÃO
17618,2301406,LOTEAMENTO YURI BARROS,4865,DOM SILVERIO
17619,2301505,ALAMEDA DE DA ROCHA,1934,OLHOS D'ÁGUA
17620,2301604,LOTEAMENTO DAVI NOGUEIRA,4813,PAQUETÁ
17621,2301703,AVENIDA CUNHA,2216,VILA INESTAN
17622,2301802,VIADUTO MARCOS VINICIUS GONÇALVES,4657,MARIETA 3ª SEÇÃO
17623,2301851,VIADUTO DE BARBOSA,4859,VILA BETÂNIA
17624,2301901,PRAÇA RIBEIRO,4443,ESPLANADA
17625,2301950,LAGOA LUANA BARROS,4836,CORUMBIARA
17626,2302008,LAGO DE CORREIA,4829,VALE DO JATOBA
17627,2302057,PARQUE MENDES,4829,CORAÇÃO DE JESUS
17628,2302107,FAZENDA DA CUNHA,4132,VILA NOVA CACHOEIRINHA 3ª SEÇÃO
17629,2302206,AVENIDA CORREIA,1197,TUPI B
17630,2302305,FEIRA COSTA,1290,OLARIA
17631,2302404,FAZENDA DE ALMEIDA,3323,MADRI
17632,2302503,JARDIM MORAES,147,PILAR
17633,2302602,FEIRA DE DA CUNHA,2788,ANTONIO RIBEIRO DE ABREU 1ª SEÇÃO
17634,2302701,FAVELA DE LOPES,822,VILA DAS OLIVEIRAS
17635,2302800,LAGO SALES,4792,VILA PUC
17636,2302909,QUADRA PEDRO LUCAS NUNES,1257,VILA COPASA
17637,2303006,RODOVIA AGATHA CORREIA,2885,VILA PAQUETÁ
17638,2303105,VEREDA BRYAN CORREIA,2676,SÃO PAULO
17639,2303204,PRAÇA VITÓRIA DA MOTA,1794,ENGENHO NOGUEIRA
17640,2303303,TRECHO DE OLIVEIRA,301,CONJUNTO JATOBA
17641,2303402,SETOR DE LIMA,365,CASTANHEIRA
17642,2303501,CAMPO CAIO SILVEIRA,2382,CIDADE NOVA
17643,2303600,AEROPORTO MARIA SOPHIA NOVAES,3129,SERRA DO CURRAL
17644,2303659,JARDIM MARINA LIMA,716,APOLONIA
17645,2303709,DISTRITO DE SALES,289,BOM JESUS
17646,2303808,PRAÇA DE GOMES,4241,NOVO GLÓRIA
17647,2303907,PÁTIO ALVES,2782,PIRINEUS
17648,2303931,TRAVESSA TEIXEIRA,648,CONJUNTO SERRA VERDE
17649,2303956,TRAVESSA DE DA ROCHA,2536,VENDA NOVA
17650,2304004,LADEIRA PEIXOTO,4966,SAUDADE
17651,2304103,NÚCLEO DE BARROS,2625,VILA SESC
17652,2304202,LARGO DIOGO COSTELA,706,VILA SUMARÉ
17653,2304236,ÁREA DE ARAGÃO,3720,ALTO VERA CRUZ
17654,2304251,PRAÇA BARBOSA,3450,ACABA MUNDO
17655,2304269,RUA VITOR SANTOS,2768,SANTA CRUZ
17656,2304277,ALAMEDA DUARTE,4375,VARZEA DA PALMA
17657,2304285,VALE DE AZEVEDO,2823,SÃO PAULO
17658,2304301,VIA DE MARTINS,2035,VILA PUC
17659,2304350,DISTRITO MARIA EDUARDA MOURA,406,HAVAÍ
17660,2304400,PASSARELA LETÍCIA AZEVEDO,3320,PAQUETÁ
17661,2304459,COLÔNIA DE SOUZA,4346,VILA SÃO GABRIEL JACUI
17662,2304509,QUADRA MARIA VITÓRIA GOMES,4726,SÃO JOÃO BATISTA
17663,2304608,FAVELA CORREIA,273,MARAJÓ
17664,2304657,VIELA DE MOREIRA,3240,VENTOSA
17665,2304707,TRAVESSA LARA DA MATA,1659,VILA DOS ANJOS
17666,2304806,AVENIDA CAVALCANTI,483,VILA ESPLANADA
17667,2304905,VEREDA EMANUEL SALES,4404,CALAFATE
17668,2304954,FAZENDA THALES PEIXOTO,3917,SANTA CRUZ
17669,2305001,ÁREA SARAH CAVALCANTI,1740,INDEPENDÊNCIA
17670,2305100,VILA MONTEIRO,191,NOVA CINTRA
17671,2305209,PASSARELA DE SILVEIRA,4955,SÃO GONÇALO
17672,2305233,NÚCLEO DE MELO,3755,CALAFATE
17673,2305266,RUA SAMUEL SILVEIRA,3810,CONJUNTO FLORAMAR
17674,2305308,VIELA JULIA SILVA,4276,SÃO JOSÉ
17675,2305332,RODOVIA CORREIA,4813,VILA UNIÃO
17676,2305357,LOTEAMENTO ALVES,4594,VILA PETROPOLIS
17677,2305407,TREVO JOÃO LUCAS OLIVEIRA,637,VILA IPIRANGA
17678,2305506,LOTEAMENTO ALICE DA PAZ,4157,OLARIA
17679,2305605,VIADUTO CUNHA,4845,ATILA DE PAIVA
17680,2305654,VIADUTO DE SILVEIRA,3494,TAQUARIL
17681,2305704,CHÁCARA FERNANDO SILVA,3524,CONJUNTO CALIFÓRNIA I
17682,2305803,SETOR DE PINTO,3979,SION
17683,2305902,LAGOA JUAN DA MOTA,3131,LIBERDADE
17684,2306009,RECANTO DE DA PAZ,1566,VILA INDEPENDENCIA 2ª SEÇÃO
17685,2306108,FAZENDA PIRES,2434,JATOBÁ
17686,2306207,PARQUE DE CARDOSO,3155,VILA COPACABANA
17687,2306256,ALAMEDA LUCCA DA COSTA,777,BURACO QUENTE
17688,2306306,COLÔNIA DA MATA,1193,ÁPIA
17689,2306405,RUA CALDEIRA,1198,GRANJA WERNECK
17690,2306504,PRAIA CAROLINA MENDES,2022,SUZANA
17691,2306553,RESIDENCIAL MELO,2896,CAMPONESA 2ª SEÇÃO
17692,2306603,VALE MORAES,4526,NOVO DAS INDUSTRIAS
17693,2306702,ESTAÇÃO DE MOURA,73,ARAGUAIA
17694,2306801,RODOVIA DE LIMA,2575,VILA SANTA MONICA 2ª SEÇÃO
17695,2306900,PÁTIO MOURA,3371,VILA IPIRANGA
17696,2307007,AEROPORTO PEDRO PINTO,4515,PINDURA SAIA
17697,2307106,AVENIDA CALDEIRA,2308,VILA SÃO RAFAEL
17698,2307205,PRAÇA FOGAÇA,2353,CANADÁ
17699,2307254,CONJUNTO DE RIBEIRO,4083,HORTO
17700,2307304,PRAÇA IGOR SOUZA,3962,DOM CABRAL
17701,2307403,PRAIA DE SILVEIRA,417,MARIETA 1ª SEÇÃO
17702,2307502,CONJUNTO DE FERREIRA,1465,JARDIM FELICIDADE
17703,2307601,TRECHO RODRIGO MENDES,2515,OLARIA
17704,2307635,LOTEAMENTO DA ROCHA,162,OESTE
17705,2307650,LARGO FERNANDES,4410,VILA COQUEIRAL
17706,2307700,CAMPO DE CAMPOS,1619,PRIMEIRO DE MAIO
17707,2307809,MORRO REZENDE,2834,PROVIDENCIA
17708,2307908,JARDIM LIMA,2512,ARAGUAIA
