cd_sinistro,placa,dt_sinistro,local_sinistro,condutor
7455,"ZZQ2882   ",2025-01-09 00:00:00.000,3128600,ANTHONY
7456,"KZF7778   ",2024-09-05 00:00:00.000,2609204,ESTHER
7457,"UXC4097   ",2024-03-27 00:00:00.000,3503901,CLARA
7458,"XRH3934   ",2025-03-26 00:00:00.000,4204558,ANA
7459,"GQX8702   ",2025-11-03 00:00:00.000,3131158,ANTÔNIO
7460,"UGB4381   ",2025-06-28 00:00:00.000,3538600,ANA
7461,"ZRL2659   ",2024-07-02 00:00:00.000,5213707,STELLA
7462,"SDH9785   ",2026-03-26 00:00:00.000,2605202,THALES
7463,"VZG6845   ",2023-11-17 00:00:00.000,5208905,BRUNA
7464,"HDJ8184   ",2025-06-13 00:00:00.000,3530607,KAMILLY
7465,"WHE3186   ",2024-09-20 00:00:00.000,4127908,DAVI
7466,"QLM6741   ",2025-12-05 00:00:00.000,5100508,CLARICE
7467,"GYR0730   ",2026-02-26 00:00:00.000,4308706,ANA
7468,"ZEN8554   ",2023-03-20 00:00:00.000,4110102,ANA
7469,"TNX2455   ",2025-05-06 00:00:00.000,3532801,YURI
7470,"ZWU7538   ",2026-11-01 00:00:00.000,3102209,ANA
7471,"KDG5542   ",2025-10-17 00:00:00.000,3520806,ANA
7472,"RYI4695   ",2025-04-23 00:00:00.000,3121209,SOPHIE
7473,"PEL0037   ",2026-09-07 00:00:00.000,5216304,LUIZ
7474,"SLF1541   ",2025-03-05 00:00:00.000,4115457,LAÍS
7475,"CHN8132   ",2026-06-01 00:00:00.000,2502151,LORENZO
7476,"FEN4963   ",2026-10-13 00:00:00.000,2210953,LARA
7477,"SAZ1636   ",2026-05-14 00:00:00.000,2803500,PEDRO
7478,"EHZ0861   ",2024-06-22 00:00:00.000,5200258,ANA
7479,"OGP0494   ",2025-09-05 00:00:00.000,3545308,MATHEUS
7480,"RLL0501   ",2023-04-17 00:00:00.000,2107100,JOAQUIM
7481,"DXE2281   ",2024-12-17 00:00:00.000,3154150,VITÓRIA
7482,"QNV1108   ",2023-07-07 00:00:00.000,3520301,NICOLAS
7483,"KQC2572   ",2026-11-06 00:00:00.000,4306734,LUNA
7484,"ORE8821   ",2026-09-04 00:00:00.000,3122801,IGOR
7485,"MOC7803   ",2026-06-03 00:00:00.000,4109658,ALANA
7486,"RJA9585   ",2024-12-21 00:00:00.000,5218300,ANA
7487,"TRT3379   ",2025-08-26 00:00:00.000,2202251,FELIPE
7488,"ZVH0427   ",2026-09-14 00:00:00.000,4323358,DANIELA
7489,"HYT6673   ",2024-07-10 00:00:00.000,3528809,JOÃO
7490,"MVM6467   ",2026-11-12 00:00:00.000,3116209,JOANA
7491,"BHS9039   ",2026-08-11 00:00:00.000,4312351,LUCCA
7492,"YIC2649   ",2023-10-29 00:00:00.000,3116605,RODRIGO
7493,"JHP4209   ",2026-11-15 00:00:00.000,5209457,ALANA
7494,"OLV7300   ",2026-11-15 00:00:00.000,2900900,HEITOR
7495,"ZXM2925   ",2025-05-18 00:00:00.000,2204808,VITOR
7496,"VXZ7826   ",2026-09-01 00:00:00.000,3153301,ERICK
7497,"RLS9866   ",2024-07-06 00:00:00.000,5003801,JOANA
7498,"HEL1369   ",2026-07-09 00:00:00.000,2403301,MAITÊ
7499,"RMC7661   ",2023-04-24 00:00:00.000,2305407,BEATRIZ
7500,"BNI8168   ",2026-05-30 00:00:00.000,1716653,JULIA
7501,"RIJ5191   ",2026-02-10 00:00:00.000,4128625,MARCELO
7502,"RPU3861   ",2023-06-15 00:00:00.000,3152808,NOAH
7503,"ZDL5264   ",2025-05-16 00:00:00.000,3305133,DANIEL
7504,"LJR0545   ",2026-04-01 00:00:00.000,3148806,KAIQUE
7505,"CHJ7022   ",2023-12-22 00:00:00.000,3156908,JOÃO
7506,"MTH4071   ",2023-06-03 00:00:00.000,4102000,ENZO
7507,"NVE7586   ",2025-02-26 00:00:00.000,2601201,DANILO
7508,"KWH4298   ",2025-02-28 00:00:00.000,1507151,MARIA
7509,"YWO3040   ",2025-03-22 00:00:00.000,2701357,DANIELA
7510,"CAA2593   ",2024-03-12 00:00:00.000,2704005,CAROLINE
7511,"JNC5776   ",2026-02-20 00:00:00.000,4206652,ALICE
7512,"OAN3335   ",2024-03-23 00:00:00.000,3530102,ISABEL
7513,"JXS6417   ",2025-08-01 00:00:00.000,4215000,ISABEL
7514,"DQL3504   ",2026-08-10 00:00:00.000,2302206,ANA
7515,"ZSW4251   ",2026-09-10 00:00:00.000,3168507,BRENO
7516,"KWH1399   ",2026-10-23 00:00:00.000,1506005,RYAN
7517,"STN1205   ",2026-01-11 00:00:00.000,2916104,SOPHIE
7518,"TQX6196   ",2024-04-30 00:00:00.000,4309555,LUIZ
7519,"TSC4226   ",2026-03-08 00:00:00.000,3544103,EDUARDO
7520,"BME3688   ",2023-10-18 00:00:00.000,2503803,ANA
7521,"OPD8019   ",2024-08-26 00:00:00.000,2208650,JULIANA
7522,"ABB3369   ",2026-07-06 00:00:00.000,1100338,JUAN
7523,"FBJ3804   ",2024-08-03 00:00:00.000,4208302,BIANCA
7524,"FAP4454   ",2023-06-26 00:00:00.000,2608255,GABRIEL
7525,"KOW0823   ",2023-08-28 00:00:00.000,3204351,CAUÃ
7526,"VXQ2004   ",2024-01-09 00:00:00.000,4212650,RENAN
7527,"MXX2528   ",2025-08-17 00:00:00.000,2708956,ANTÔNIO
7528,"SLJ0867   ",2024-04-15 00:00:00.000,5219407,LUIZ
7529,"HWC9035   ",2025-12-23 00:00:00.000,4316006,PEDRO
7530,"DFQ9562   ",2023-06-03 00:00:00.000,2310803,CAUÃ
7531,"BPM7910   ",2024-11-12 00:00:00.000,2905206,VITOR
7532,"CHM8818   ",2025-11-20 00:00:00.000,4210555,JUAN
7533,"SPH5198   ",2024-12-30 00:00:00.000,4209300,DAVI
7534,"BDQ0518   ",2023-06-22 00:00:00.000,2109304,LUIZA
7535,"RGE1464   ",2025-01-23 00:00:00.000,3163409,MARIA
7536,"JYX3850   ",2024-11-11 00:00:00.000,4104303,LORENZO
7537,"NOC7430   ",2024-06-05 00:00:00.000,5006002,MARINA
7538,"VSN9545   ",2023-05-24 00:00:00.000,3532058,MARIA
7539,"TGT1944   ",2024-03-12 00:00:00.000,3142304,ISABELLA
7540,"TFN4518   ",2024-07-25 00:00:00.000,5213756,ISABELLA
7541,"BSS3200   ",2025-03-17 00:00:00.000,4216701,RENAN
7542,"BNS2805   ",2024-08-28 00:00:00.000,2411908,RAQUEL
7543,"DYS7205   ",2023-08-22 00:00:00.000,4105201,BRYAN
7544,"MVN7393   ",2026-05-05 00:00:00.000,3100203,DIEGO
7545,"PBT5639   ",2026-12-20 00:00:00.000,2933059,OLIVIA
7546,"MDX9466   ",2025-07-28 00:00:00.000,4121505,DAVI
7547,"TEC5176   ",2026-06-03 00:00:00.000,3531902,ENRICO
7548,"KXY8931   ",2026-11-20 00:00:00.000,3124500,JULIANA
7549,"ABF5184   ",2026-06-10 00:00:00.000,2302503,DAVI
7550,"ACI1856   ",2023-09-22 00:00:00.000,3541208,DAVI
7551,"EPZ4425   ",2024-10-02 00:00:00.000,1304401,PEDRO
7552,"TFL0586   ",2023-12-24 00:00:00.000,2306603,NOAH
7553,"JAC4865   ",2023-08-09 00:00:00.000,4312807,ALÍCIA
7554,"PBU0223   ",2023-05-20 00:00:00.000,2301802,EMANUELLY
7555,"HMD5321   ",2024-02-25 00:00:00.000,2516706,NATHAN
7556,"EWP2443   ",2026-11-09 00:00:00.000,3551207,JOÃO
7557,"TSQ8932   ",2023-10-30 00:00:00.000,2929503,JOÃO
7558,"GVV4477   ",2024-11-29 00:00:00.000,5200555,CARLOS
7559,"WCY0520   ",2024-02-16 00:00:00.000,4313359,VICENTE
7560,"NPD4618   ",2025-04-18 00:00:00.000,4105300,LUIZ
7561,"IAL2935   ",2023-08-02 00:00:00.000,3551207,CALEBE
7562,"KTI1405   ",2024-09-20 00:00:00.000,1503044,ANA
7563,"LUQ5478   ",2024-09-16 00:00:00.000,4312138,BENÍCIO
7564,"KVB8278   ",2023-04-03 00:00:00.000,3204302,MARIA
7565,"KZN6382   ",2025-12-03 00:00:00.000,4211652,SOPHIA
7566,"RDW4042   ",2026-02-20 00:00:00.000,2510808,DAVI
7567,"YFP5545   ",2024-08-13 00:00:00.000,2901007,RAUL
7568,"CHL0799   ",2024-11-20 00:00:00.000,3554656,SARAH
7569,"BBK9231   ",2025-06-26 00:00:00.000,4218608,CALEBE
7570,"FHU1334   ",2025-07-25 00:00:00.000,1100924,BRYAN
7571,"HJL9021   ",2025-08-27 00:00:00.000,4109005,CALEBE
7572,"GKN1595   ",2026-06-06 00:00:00.000,4210803,LUCAS
7573,"LXR9997   ",2025-02-12 00:00:00.000,2211407,LUIZ
7574,"IMI6355   ",2023-08-08 00:00:00.000,3115102,JOÃO
7575,"EMH7570   ",2025-02-09 00:00:00.000,4125803,EMANUEL
7576,"QJN8220   ",2026-04-18 00:00:00.000,3520301,JOÃO
7577,"ARF9901   ",2025-10-01 00:00:00.000,4119202,OTÁVIO
7578,"ISQ5171   ",2023-05-13 00:00:00.000,3147006,MARCOS
7579,"MHE3484   ",2025-08-09 00:00:00.000,5107750,BENJAMIN
7580,"AAU4327   ",2024-04-18 00:00:00.000,3136504,LUIZ
7581,"CWY3251   ",2023-11-29 00:00:00.000,4318002,ANTÔNIO
7582,"RJF8448   ",2026-03-28 00:00:00.000,4318804,NATÁLIA
7583,"XLT0476   ",2026-12-08 00:00:00.000,4316477,HENRIQUE
7584,"ZBK1422   ",2024-10-15 00:00:00.000,3300605,LUIZ
7585,"CVH4819   ",2023-03-30 00:00:00.000,5001904,VALENTINA
7586,"ZKU6799   ",2026-05-24 00:00:00.000,1703107,LUCAS
7587,"HUS1617   ",2024-09-24 00:00:00.000,2402402,PIETRO
7588,"NCR6172   ",2026-04-10 00:00:00.000,3545506,MARIA
7589,"YJM6357   ",2025-10-31 00:00:00.000,4209706,YASMIN
7590,"QZY3571   ",2026-03-26 00:00:00.000,1508407,MARCOS
7591,"OQT8757   ",2023-03-27 00:00:00.000,2300408,GABRIEL
7592,"AZR3067   ",2025-01-18 00:00:00.000,2915809,RAUL
7593,"TFO8325   ",2026-08-24 00:00:00.000,1507607,LARISSA
7594,"WFR4908   ",2024-08-30 00:00:00.000,3533601,KAMILLY
7595,"YHT9370   ",2025-09-24 00:00:00.000,2312601,MARIA
7596,"RXX4922   ",2024-07-11 00:00:00.000,3165206,THALES
7597,"RQV4445   ",2025-07-15 00:00:00.000,3503505,JOÃO
7598,"DHC5625   ",2025-02-20 00:00:00.000,2614303,BIANCA
7599,"WVT1205   ",2025-08-07 00:00:00.000,2928109,NOAH
7600,"ZXS9371   ",2026-09-02 00:00:00.000,2200608,VITOR
7601,"PME2273   ",2023-10-23 00:00:00.000,1507102,BRUNA
7602,"UTG9579   ",2024-01-15 00:00:00.000,4127700,BRUNA
7603,"LEF6643   ",2025-07-11 00:00:00.000,3130002,LUIZ
7604,"ZWQ9678   ",2026-12-27 00:00:00.000,2933000,SOPHIA
7605,"FTT3991   ",2024-07-02 00:00:00.000,2500908,RENAN
7606,"PPR3283   ",2026-05-13 00:00:00.000,4322533,ANTÔNIO
7607,"NLF3151   ",2025-11-23 00:00:00.000,3551504,MIRELLA
7608,"XNJ3816   ",2026-04-01 00:00:00.000,2500601,EMANUELLY
7609,"TYB6023   ",2026-12-28 00:00:00.000,1502301,ALEXIA
7610,"HTK5292   ",2025-06-11 00:00:00.000,1302306,LAURA
7611,"WSJ4796   ",2026-06-15 00:00:00.000,3141108,ALEXIA
7612,"SRS3208   ",2025-03-02 00:00:00.000,2404309,MARCELA
7613,"RZK6872   ",2024-12-25 00:00:00.000,3303104,JOÃO
7614,"BRS6131   ",2026-06-15 00:00:00.000,2902906,ANA
7615,"NKU3974   ",2024-07-25 00:00:00.000,2911600,DANIEL
7616,"IGI5372   ",2024-05-27 00:00:00.000,5219209,MARIANA
7617,"AYX7294   ",2023-12-01 00:00:00.000,3107703,FRANCISCO
7618,"JUA6925   ",2026-07-24 00:00:00.000,1101708,PIETRO
7619,"OVV6275   ",2023-04-17 00:00:00.000,2919801,ISIS
7620,"FDG5787   ",2024-05-30 00:00:00.000,5214804,CLARICE
7621,"DYQ8907   ",2023-07-31 00:00:00.000,2304954,MARIA
7622,"PGP9201   ",2024-04-16 00:00:00.000,2930758,EDUARDO
7623,"WMB3248   ",2024-01-23 00:00:00.000,2107357,VALENTINA
7624,"AXY1108   ",2023-07-24 00:00:00.000,3203601,LUIZ
7625,"BCJ9350   ",2025-02-19 00:00:00.000,3536307,LUIZ
7626,"XKS0472   ",2024-10-26 00:00:00.000,2404903,RYAN
7627,"XIW6858   ",2026-05-01 00:00:00.000,3553203,EDUARDO
7628,"WXR2397   ",2025-08-27 00:00:00.000,4213401,DIOGO
7629,"YRA2706   ",2025-07-13 00:00:00.000,4118600,MARIANA
7630,"VSQ5990   ",2025-04-03 00:00:00.000,4103800,JOANA
7631,"NGZ0682   ",2025-01-11 00:00:00.000,3533007,LUIZ
7632,"BGC1544   ",2025-06-11 00:00:00.000,2202505,ALEXANDRE
7633,"VGV2277   ",2024-12-30 00:00:00.000,4117800,AGATHA
7634,"UIA8486   ",2026-04-16 00:00:00.000,5219738,RYAN
7635,"BCJ2754   ",2026-11-30 00:00:00.000,5102694,RAFAELA
7636,"TVL8718   ",2025-06-12 00:00:00.000,2508406,DAVI
7637,"BSB6640   ",2026-03-10 00:00:00.000,4123857,MELISSA
7638,"DPR5608   ",2026-01-30 00:00:00.000,4316105,ANA
7639,"FRE7075   ",2025-09-30 00:00:00.000,2503506,CECÍLIA
7640,"XJH4206   ",2026-04-02 00:00:00.000,2200202,JOÃO
7641,"RVY9095   ",2025-12-27 00:00:00.000,3133709,LAÍS
7642,"HDQ3258   ",2025-11-09 00:00:00.000,5215702,ELISA
7643,"VCZ3474   ",2026-01-03 00:00:00.000,3201506,DAVI
7644,"NRY3830   ",2025-12-13 00:00:00.000,3128402,ANA
7645,"ZZM9308   ",2026-12-21 00:00:00.000,5005004,JOAQUIM
7646,"AZR0136   ",2026-05-29 00:00:00.000,2919058,ANA
7647,"YTZ9385   ",2023-09-13 00:00:00.000,5003108,SOPHIE
7648,"YQW8976   ",2025-12-30 00:00:00.000,2901007,LUANA
7649,"GMH4611   ",2024-01-28 00:00:00.000,4104204,ENRICO
7650,"XAW3218   ",2024-12-29 00:00:00.000,3538709,BRUNA
7651,"RJB1752   ",2024-08-30 00:00:00.000,3529807,VITÓRIA
7652,"VVK1264   ",2025-11-13 00:00:00.000,1200203,BENÍCIO
7653,"XKN4872   ",2025-04-02 00:00:00.000,4218202,GABRIELLY
7654,"BWY0587   ",2026-05-12 00:00:00.000,3511003,BIANCA
7655,"RIS6952   ",2025-06-20 00:00:00.000,4302204,VINICIUS
7656,"XIE4074   ",2025-04-10 00:00:00.000,5221858,LUIGI
7657,"TDJ3367   ",2024-02-13 00:00:00.000,4313607,JULIANA
7658,"UXC5023   ",2024-06-09 00:00:00.000,2703809,LEANDRO
7659,"OCA4375   ",2024-10-17 00:00:00.000,3154804,MARIA
7660,"IWE4536   ",2024-02-08 00:00:00.000,2313302,RYAN
7661,"BWS8965   ",2024-09-18 00:00:00.000,4204178,LUNA
7662,"UKX5849   ",2026-05-25 00:00:00.000,3528601,MARCELA
7663,"DQN6048   ",2023-10-06 00:00:00.000,1503903,LEVI
7664,"CMC1884   ",2024-05-12 00:00:00.000,3548807,CALEBE
7665,"WIO2660   ",2024-02-04 00:00:00.000,5108105,JOÃO
7666,"ATE9155   ",2026-07-31 00:00:00.000,2924900,MARIANE
7667,"MMM9995   ",2023-04-13 00:00:00.000,3304201,MARIA
7668,"EAS0148   ",2025-05-23 00:00:00.000,5203500,CECÍLIA
7669,"KOZ9631   ",2026-05-23 00:00:00.000,2602308,GUILHERME
7670,"CSV2548   ",2024-03-18 00:00:00.000,3115805,BENJAMIN
7671,"QVB9089   ",2026-06-22 00:00:00.000,2707206,HELOÍSA
7672,"BBR5457   ",2023-11-22 00:00:00.000,3203007,MARIA
7673,"TZK7086   ",2026-10-09 00:00:00.000,2801207,DAVI
7674,"DKN2317   ",2023-10-27 00:00:00.000,1502509,ANA
7675,"PRV9920   ",2026-04-09 00:00:00.000,2313708,RYAN
7676,"IEV5192   ",2025-06-09 00:00:00.000,2902401,RYAN
7677,"JNJ9393   ",2023-07-18 00:00:00.000,3136579,BRUNA
7678,"MOQ6948   ",2025-08-31 00:00:00.000,3162104,VITÓRIA
7679,"VHC3410   ",2023-09-29 00:00:00.000,4115853,LORENA
7680,"EYQ6010   ",2023-11-20 00:00:00.000,4204178,BRENDA
7681,"ZMO6325   ",2023-05-27 00:00:00.000,2600807,ANA
7682,"QGM6855   ",2024-11-04 00:00:00.000,1707306,LUIZ
7683,"MXU8204   ",2025-10-09 00:00:00.000,3158607,DANILO
7684,"GPU3960   ",2024-10-13 00:00:00.000,1507003,JOAQUIM
7685,"WSS0679   ",2025-03-22 00:00:00.000,4217758,MELISSA
7686,"FRO8519   ",2026-09-04 00:00:00.000,2411809,RAFAELA
7687,"GXR9446   ",2025-03-31 00:00:00.000,3161106,AUGUSTO
7688,"ZAA8777   ",2026-03-28 00:00:00.000,2930907,JOÃO
7689,"UTC8290   ",2023-04-01 00:00:00.000,4107405,CAROLINE
7690,"JGN4248   ",2025-03-04 00:00:00.000,3501806,MANUELA
7691,"FCX1714   ",2023-09-27 00:00:00.000,1505700,THEO
7692,"VQJ7052   ",2023-10-10 00:00:00.000,2101301,HENRIQUE
7693,"WGK7834   ",2025-09-17 00:00:00.000,1101104,ANA
7694,"MVO4443   ",2023-07-04 00:00:00.000,5004809,HEITOR
7695,"XNV7070   ",2024-06-18 00:00:00.000,5213103,VINICIUS
7696,"GMR2089   ",2026-05-23 00:00:00.000,2606309,VITOR
7697,"TNY6602   ",2024-03-01 00:00:00.000,3140555,OTÁVIO
7698,"RFN1193   ",2024-03-24 00:00:00.000,4121901,LAURA
7699,"FDS0246   ",2025-06-25 00:00:00.000,3123502,RAFAELA
7700,"LSY9022   ",2023-04-04 00:00:00.000,2202075,MIRELLA
7701,"OIX2521   ",2026-10-10 00:00:00.000,2209559,ARTHUR
7702,"WYF7340   ",2026-09-02 00:00:00.000,4219200,VALENTINA
7703,"IYY3226   ",2025-10-25 00:00:00.000,1200393,ANA
7704,"SLB7972   ",2023-09-21 00:00:00.000,4213906,LUIZ
7705,"ZBE5534   ",2026-09-19 00:00:00.000,3139102,HELOÍSA
7706,"QZT8295   ",2026-11-01 00:00:00.000,2112233,LEVI
7707,"PEL9594   ",2023-06-07 00:00:00.000,3200805,ANA
7708,"YRR7506   ",2026-05-22 00:00:00.000,4302808,JOÃO
7709,"YUT2201   ",2026-05-28 00:00:00.000,2111706,CALEBE
7710,"QBI7501   ",2024-04-08 00:00:00.000,2410603,ANA
7711,"FYQ5956   ",2025-06-04 00:00:00.000,4302501,MIRELLA
7712,"NXI6305   ",2024-05-13 00:00:00.000,2211209,SOFIA
7713,"XEZ7122   ",2026-08-02 00:00:00.000,1505106,ALICE
7714,"LWT2590   ",2023-11-14 00:00:00.000,2913309,LUCAS
7715,"LQS3862   ",2026-04-18 00:00:00.000,4201703,JOÃO
7716,"CCK0763   ",2024-02-10 00:00:00.000,3511904,LUIZ
7717,"UZI4386   ",2026-06-01 00:00:00.000,5002100,DAVI
7718,"HJA4297   ",2026-02-05 00:00:00.000,5210406,DAVI
7719,"EEX1328   ",2023-08-14 00:00:00.000,1100130,LUCAS
7720,"XNZ5064   ",2026-02-21 00:00:00.000,3119005,PIETRA
7721,"CHI7541   ",2023-11-03 00:00:00.000,2512077,STELLA
7722,"GVE7328   ",2024-12-27 00:00:00.000,2301604,KEVIN
7723,"MQE9674   ",2024-07-26 00:00:00.000,2929255,CAROLINE
7724,"NKB0761   ",2026-03-07 00:00:00.000,4107306,GIOVANNA
7725,"MHS3773   ",2024-07-02 00:00:00.000,3108552,JULIANA
7726,"JNT2030   ",2024-02-15 00:00:00.000,1502103,CECÍLIA
7727,"SXE9017   ",2026-09-05 00:00:00.000,2100105,VITOR
7728,"BAP1746   ",2025-03-02 00:00:00.000,2929107,MARIA
7729,"BOO8425   ",2026-06-15 00:00:00.000,2210003,LUIGI
7730,"KQU6705   ",2024-10-16 00:00:00.000,1301506,LARISSA
7731,"COU4191   ",2023-11-04 00:00:00.000,5103007,BENJAMIN
7732,"DEQ5595   ",2025-06-28 00:00:00.000,1100098,LUCAS
7733,"HSS5805   ",2025-12-11 00:00:00.000,3109204,CALEBE
7734,"KSD5218   ",2026-09-11 00:00:00.000,3505401,STEPHANY
7735,"PSP9747   ",2025-09-07 00:00:00.000,2515708,MARIA
7736,"OYU5525   ",2025-04-25 00:00:00.000,2917359,GIOVANNA
7737,"ZDV2904   ",2024-05-11 00:00:00.000,3203809,JOÃO
7738,"IFT0559   ",2025-09-07 00:00:00.000,3300159,NICOLE
7739,"RHL0909   ",2025-09-02 00:00:00.000,2203255,AGATHA
7740,"PIG3932   ",2026-11-27 00:00:00.000,3204203,CAUÃ
7741,"CNJ0424   ",2024-07-11 00:00:00.000,2506103,ALEXANDRE
7742,"YOO2007   ",2024-10-21 00:00:00.000,3138351,HEITOR
7743,"YLZ3935   ",2024-04-14 00:00:00.000,2922102,PIETRO
7744,"JAC8024   ",2023-09-20 00:00:00.000,3543253,NATHAN
7745,"GZF1006   ",2025-05-10 00:00:00.000,3158805,THALES
7746,"DRC8610   ",2026-08-02 00:00:00.000,5213707,CALEBE
7747,"GAK7557   ",2026-09-07 00:00:00.000,2933000,LUIZA
7748,"ELT8114   ",2024-03-31 00:00:00.000,4118857,HENRIQUE
7749,"ODH8448   ",2025-11-29 00:00:00.000,5220504,PEDRO
7750,"SOB3305   ",2025-09-13 00:00:00.000,5213756,FELIPE
7751,"GSV0474   ",2026-03-23 00:00:00.000,3510401,CAIO
7752,"IFU5767   ",2024-01-28 00:00:00.000,1710508,MARIA
7753,"DXD2514   ",2023-12-21 00:00:00.000,3512308,PAULO
7754,"ZHW3416   ",2025-12-05 00:00:00.000,3509106,LORENZO
7755,"KWE4479   ",2025-05-25 00:00:00.000,2909406,VITOR
7756,"IFR3193   ",2025-04-13 00:00:00.000,5213855,EDUARDA
7757,"NTS1866   ",2026-09-21 00:00:00.000,2913507,PIETRA
7758,"OFE5631   ",2026-06-27 00:00:00.000,2104909,MARCELA
7759,"HOB3232   ",2026-03-15 00:00:00.000,2704005,MANUELA
7760,"IKD3049   ",2026-03-08 00:00:00.000,3204500,VALENTINA
7761,"HLD0576   ",2025-06-24 00:00:00.000,4313508,AMANDA
7762,"ULK2219   ",2024-01-23 00:00:00.000,2933059,EMILLY
7763,"PPN4138   ",2026-05-21 00:00:00.000,2111250,ELISA
7764,"PUN5622   ",2023-05-25 00:00:00.000,4303103,NATÁLIA
7765,"OCL4441   ",2024-03-24 00:00:00.000,2211357,VICENTE
7766,"ZXN2309   ",2023-07-25 00:00:00.000,1502707,PIETRA
7767,"UJZ6994   ",2025-02-13 00:00:00.000,2910107,LAVÍNIA
7768,"OYN4799   ",2023-09-21 00:00:00.000,1703883,LEVI
7769,"AWC4890   ",2024-03-20 00:00:00.000,3515103,MARIA
7770,"APN3590   ",2023-11-21 00:00:00.000,3138609,LUCAS
7771,"HLQ4413   ",2023-03-24 00:00:00.000,2107456,LETÍCIA
7772,"KOO2598   ",2023-07-06 00:00:00.000,2310100,DAVI
7773,"LAT9286   ",2025-12-21 00:00:00.000,2513653,DANIELA
7774,"EWV1781   ",2025-08-24 00:00:00.000,2205607,ENRICO
7775,"JUD3552   ",2024-12-05 00:00:00.000,5211909,JÚLIA
7776,"EUT6973   ",2025-04-28 00:00:00.000,4108007,MARIA
7777,"CUJ5893   ",2023-08-10 00:00:00.000,4217808,JOANA
7778,"QTC4255   ",2026-09-02 00:00:00.000,2901957,MARINA
7779,"FAK0317   ",2024-12-17 00:00:00.000,2402402,LORENZO
7780,"NYT3408   ",2025-06-13 00:00:00.000,3165537,CLARA
7781,"BEL3372   ",2026-11-02 00:00:00.000,3137007,LUIZ
7782,"KZI1165   ",2025-05-02 00:00:00.000,3524501,CAUÊ
7783,"NDS4697   ",2025-08-02 00:00:00.000,5103379,YURI
7784,"QMB7863   ",2024-03-13 00:00:00.000,3157104,DAVI
7785,"FDH3509   ",2025-06-13 00:00:00.000,2504355,LEVI
7786,"NZW9288   ",2025-05-29 00:00:00.000,5205455,THIAGO
7787,"MRD0043   ",2023-10-27 00:00:00.000,2412906,SARAH
7788,"IWP3812   ",2024-07-16 00:00:00.000,4212304,ALICE
7789,"WKP2148   ",2026-12-09 00:00:00.000,3150604,LUIZ
7790,"WJZ6219   ",2025-10-09 00:00:00.000,2111052,LORENA
7791,"BAW0403   ",2024-05-14 00:00:00.000,5219258,HEITOR
7792,"JWP3610   ",2024-02-03 00:00:00.000,1501105,FERNANDA
7793,"IAG4734   ",2024-03-15 00:00:00.000,3142601,ISABELLA
7794,"XMJ6133   ",2026-02-23 00:00:00.000,4301552,EMANUEL
7795,"QVJ8788   ",2023-04-06 00:00:00.000,2911402,SOPHIA
7796,"HOD5817   ",2024-11-24 00:00:00.000,4317004,ANTÔNIO
7797,"FBC5436   ",2026-08-03 00:00:00.000,2918902,ANA
7798,"DGB8997   ",2023-05-07 00:00:00.000,2920403,LUCCA
7799,"MHF1586   ",2025-05-16 00:00:00.000,2102705,PEDRO
7800,"YCU1000   ",2024-07-12 00:00:00.000,1504976,CECÍLIA
7801,"XIJ8442   ",2026-01-12 00:00:00.000,2402204,JULIA
7802,"AFF6268   ",2024-05-12 00:00:00.000,3544509,STEPHANY
7803,"BKB0272   ",2024-08-08 00:00:00.000,3133105,MILENA
7804,"MQT5727   ",2023-06-12 00:00:00.000,2111003,RENAN
7805,"GSM0550   ",2024-12-03 00:00:00.000,2107456,ISABEL
7806,"VVE3359   ",2025-04-02 00:00:00.000,3529609,MURILO
7807,"EOW1363   ",2026-12-01 00:00:00.000,1702703,AMANDA
7808,"IKH0945   ",2025-10-10 00:00:00.000,1720499,DAVI
7809,"YWT4871   ",2026-01-02 00:00:00.000,2615300,ISIS
7810,"SEH4931   ",2025-06-23 00:00:00.000,3140555,RAUL
7811,"NWN3987   ",2025-07-05 00:00:00.000,4305405,DANILO
7812,"QOO1448   ",2026-11-24 00:00:00.000,2922656,STEPHANY
7813,"MOE8238   ",2026-11-21 00:00:00.000,2300804,DAVI
7814,"GYN5875   ",2025-08-08 00:00:00.000,2202109,JOÃO
7815,"NPT9054   ",2025-07-16 00:00:00.000,5108006,ANA
7816,"DHQ6959   ",2025-11-08 00:00:00.000,1700301,FERNANDA
7817,"SZZ4921   ",2024-06-05 00:00:00.000,4305173,NATÁLIA
7818,"NPR8732   ",2026-05-10 00:00:00.000,2515500,EMILLY
7819,"YQX7646   ",2025-02-07 00:00:00.000,3131802,KAMILLY
7820,"YCI4918   ",2024-06-02 00:00:00.000,5206800,AMANDA
7821,"OCF6021   ",2026-02-25 00:00:00.000,3553005,SABRINA
7822,"WEV0923   ",2025-11-20 00:00:00.000,3120003,DANILO
7823,"UKP3567   ",2026-12-04 00:00:00.000,3203403,PIETRA
7824,"PIH9135   ",2023-04-11 00:00:00.000,2516755,VITÓRIA
7825,"RIV0648   ",2025-07-07 00:00:00.000,3550704,MARIANA
7826,"YYO7609   ",2025-06-19 00:00:00.000,2931509,EDUARDO
7827,"UVH9753   ",2026-08-10 00:00:00.000,3113008,BRUNO
7828,"RWD3049   ",2024-04-16 00:00:00.000,5201306,YASMIN
7829,"SHT7880   ",2026-09-06 00:00:00.000,1304260,LUCAS
7830,"LNO3229   ",2023-08-04 00:00:00.000,1712454,THALES
